Language, Domain, Intent, Industry, Text, Want To
Danish,Coronavirus Recommendations,Returning From Travel,Coronavirus,hvad skal jeg gøre når jeg kommer hjem fra ferie?,vide hvad du skal gøre hvis du er ved at returnere fra et andet land
Danish,About Coronavirus,Methods of Transmission,Coronavirus,hvordan smitter det,vide hvordan Coronavirus/COVID-19 smitter
Danish,About Coronavirus,What Do We Know About Coronavirus,Coronavirus,"hvad ved I om corona, som jeg ikke kan finde på dr",vide hvad vi ved om Coronavirus/COVID-19
Danish,About Coronavirus,Symptoms,Coronavirus,hvilke symptomer er der på corona,vide hvilke symptomer man udviser når man er smittet med Coronavirus/COVID-19
Danish,About Coronavirus,Methods of Transmission,Coronavirus,hvordan smitter det,vide hvordan Coronavirus/COVID-19 smitter
Danish,About Coronavirus,Treatment,Coronavirus,hvad gør lægerne for at behandle sygdommen,vide hvordan Coronavirus/COVID-19 behandles
Danish,About Coronavirus,Coronavirus Versus Influenza,Coronavirus,er det det samme som en normal influenza,spørge om Coronavirus/COVID-19 er det samme som influenza
Danish,About Coronavirus,Latest News,Coronavirus,giv en update,spørge om de seneste nyheder vedrørende Coronavirus/COVID-19
Danish,About Coronavirus,Status,Coronavirus,hvordan står det til med corona på cverdensplan lige nu,vide hvad statussen på Coronavirus/COVID-19 er
Danish,About Coronavirus,Strategy,Coronavirus,hvad er den skandinaviske strategi ,vide hvad den nuværende strategi er
Danish,About Coronavirus,Testing,Coronavirus,hvilke grupper af mennesker bør blive testet med det nye testkit,vide hvem burde testes
Danish,Coronavirus Recommendations,Actions If At Risk,Coronavirus,"jeg er i risikogruppen, hvad gør jeg",vide hvad du skal gøre hvis du er en del af en af risikogrupperne
Danish,Coronavirus Recommendations,Pregnant,Coronavirus,"om en uge skal jeg føde, skal hele min familie i karantæne indtil da",vide hvad du skal gøre hvis du er gravid
Danish,Coronavirus Recommendations,Children,Coronavirus,kan mine børn også smittes,vide om børn er i særlig risiko for at blive smittet
Danish,Coronavirus Recommendations,Infection Prevention,Coronavirus,hvad skal jeg gøre aktivt for at undgå at blive smittet,vide hvordan du kan undgå at blive smittet
Danish,Coronavirus Recommendations,Doctor,Coronavirus,hvad er anbefalingen ift at tage til lægen,vide hvornår du burde tage til lægen
Danish,Coronavirus Recommendations,Pet,Coronavirus,"jeg er syg med corona, bliver min hund også syg",vide hvad du skal gøre med dit kæledyr hvis du er testet positiv for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,People At Risk,Coronavirus,hvem er særligt udsat og hvem bliver højst sandsynligt syg efterfølgende,vide hvem der er i særlig risiko for smitte og efterfølgende sygdom
Danish,About Coronavirus,Fear,Coronavirus,bør jeg frygte corona når jeg er i tyverne,vide hvor bange du burde være for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Employer,Coronavirus,skal jeg gøre noget aktivt for at beskytte mine medarbejdere,vide hvad du skal gøre som arbejdsgiver for at beskytte dine ansatte
Danish,Coronavirus Recommendations,Citizen,Coronavirus,hvad er den enkeltes ansvar for ikke at sprede vira,vide hvad du kan gøre som borger for at minimere spredningen af Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Not At Risk,Coronavirus,jeg tror ikke jeg er i fare for at blive syg. kan jeg gøre som jeg plejer,vide hvad du skal gøre som en person som ikke er en del af de kendte risikogrupper
Danish,Coronavirus Recommendations,Health Authority Recommendations,Coronavirus,hvad siger de officielle udmeldinger,vide hvad sundhedsstyrelsens anbefalinger er
Danish,Coronavirus Recommendations,Public Spaces,Coronavirus,giv mig anbefalingerne om at være i det offentlige rum,bede om anbefalinger til hvordan du skal begå dig i det offentlige rum
Danish,Coronavirus Recommendations,Illness,Coronavirus,"jeg er syg, hvad nu",vide hvad du skal gøre hvis du er blevet syg
Danish,Coronavirus Recommendations,Contact With Infected,Coronavirus,"jeg var til middags i fredags, som forinden havde været sammen men en der nu er testet positiv, skal jeg være urolig",vide hvad du skal gøre hvis du har været nær en person som har testet positiv for Coronavirus/COVID-19
Danish,About Coronavirus,What Is Coronavirus,Coronavirus,forklar ned til mindste detalje hvad corona er,vide hvad Coronavirus/COVID-19 er
Danish,About Coronavirus,What Do We Know About Coronavirus,Coronavirus,hvad ved I om corona,vide hvad vi ved om Coronavirus/COVID-19
Danish,About Coronavirus,Status,Coronavirus,https://politi.dk/coronavirus-i-danmark/foelg-smittespredningen-globalt-regionalt-og-lokalt,know what the status of Coronavirus/COVID-19 is
Danish,Coronavirus Recommendations,Public Spaces,Coronavirus,Må jeg gå ud og lege med mit barn,bede om anbefalinger til hvordan du skal begå dig i det offentlige rum
Danish,Coronavirus Recommendations,Illness,Coronavirus,"Hvad skal jeg gøre, hvis jeg er blevet smittet",vide hvad du skal gøre hvis du er blevet syg
Danish,Coronavirus Recommendations,Contact With Infected,Coronavirus,en af mine venner er blevet smittet - hvordan skal jeg forholde mig,vide hvad du skal gøre hvis du har været nær en person som har testet positiv for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Employer,Coronavirus,hvordan kan jeg passe bedst muligt på mine medarbejdere,vide hvad du skal gøre som arbejdsgiver for at beskytte dine ansatte
Danish,Coronavirus Recommendations,Citizen,Coronavirus,hvordan sikrer jeg at jeg ikke smitter,vide hvad du kan gøre som borger for at minimere spredningen af Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Not At Risk,Coronavirus,Jeg er hverken gammel eller syg - behøver jeg at gøre noget,vide hvad du skal gøre som en person som ikke er en del af de kendte risikogrupper
Danish,Coronavirus Recommendations,Infection Prevention,Coronavirus,Hvordan undgår jeg at få corona,vide hvordan du kan undgå at blive smittet
Danish,Coronavirus Recommendations,Doctor,Coronavirus,Jeg er snottet. Burde jeg tage til lægen,vide hvornår du burde tage til lægen
Danish,Coronavirus Recommendations,Pet,Coronavirus,Jeg har corona. hvad med min hund,vide hvad du skal gøre med dit kæledyr hvis du er testet positiv for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,People At Risk,Coronavirus,er der nogen der bliver lettere smittet end andre,vide hvem der er i særlig risiko for smitte og efterfølgende sygdom
Danish,Coronavirus Recommendations,Actions If At Risk,Coronavirus,jeg har nedsat immunforsvar. Hvad skal jeg passe på,vide hvad du skal gøre hvis du er en del af en af risikogrupperne
Danish,Coronavirus Recommendations,Pregnant,Coronavirus,jeg er gravid. skal jeg være bange for corona,vide hvad du skal gøre hvis du er gravid
Danish,Coronavirus Recommendations,Children,Coronavirus,bliver mit barn lettere smittet,vide om børn er i særlig risiko for at blive smittet
Danish,Coronavirus Recommendations,Mask,Coronavirus,hjælper det at gå med maske,vide om du burde bære en maske
Danish,Coronavirus Recommendations,Swimming Hall,Coronavirus,er det sikkert at gå i svømmehallen,vide om du er i særlig risiko for at blive smittet hvis du svømmer i en svømmehal
Danish,Coronavirus Recommendations,Precautions,Coronavirus,"kan jeg rejse, og i så fald: hvad skal jeg være ekstra opmærksom på",vide hvilke foranstaltninger du burde tage hvis du skal rejse
Danish,Coronavirus Recommendations,Returning From Travel,Coronavirus,jeg kommer hjem fra maroko. hvad skal jeg gøre,vide hvad du skal gøre hvis du er ved at returnere fra et andet land
Danish,Employer Guidelines,Sick Employee,Coronavirus,en af mine medarbejdere har fået corona. hvordan klarer jeg det,vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er blevet smittet
Danish,Employer Guidelines,Refusal To Work,Coronavirus,kan mine medarbejdere nægte at arbejde? hvad kan jeg gøre hvis de ikke møder op,vide hvad dine muligheder er som arbejdsgiver hvis en af dine ansatte nægter at arbejde på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Refusal To Travel,Coronavirus,"jeg har en medarbejder, der er bange for at rejse pga corona. Kan hun nægte at tage afsted",vide om en ansat kan nægte at rejse på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Vacation,Coronavirus,kan en medarbejder aflyse sin ferie pga corona og holde den på et andet tidspunkt,vide om aftalt ferie kan ændres hvis en ansat ikke er i stand til at holde ferie på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Daycare,Coronavirus,en af mine medarbejdere kan ike få passet sine børn. hvad kan jeg gøre,vide hvad man kan gøre som arbejdsgiver hvis en ansat ikke kan få sit barn passet fordi barnets skole eller daginstitution er lukket på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Quarantine,Coronavirus,HEJ. en af mien folk har korona og er i karantæne. kan jeg fyre hende,vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er under karantæne
Danish,Contact,Hotline,Coronavirus,hvem kan man ringe til for at få råd,kontakte en hotline
Danish,Gatherings,Cancelling Gathering,Coronavirus,hvofor må man ike mødes mere en 10 mennekser,vide hvorfor regeringen anbefaler at forsamlinger burde aflyses
Danish,Gatherings,Arranging Gathering,Coronavirus,Skal jeg aflyse min fødselsdag hvis der kommer 39,vide hvad du skal gøre hvis du er arrangør for en forsamling
Danish,Gatherings,Gathering Precautions,Coronavirus,skal jeg aflyse min fødselsdag hvis der kommer 39,vide hvilke foranstaltninger man burde tage når man er arrangør af en forsamling
Danish,About Coronavirus,Treatment,Coronavirus,er der nogen behandling for korona,vide hvordan Coronavirus/COVID-19 behandles
Danish,About Coronavirus,Coronavirus Versus Influenza,Coronavirus,er corona bare en influnsa,spørge om Coronavirus/COVID-19 er det samme som influenza
Danish,About Coronavirus,Latest News,Coronavirus,hvad er sidste ny om korona,spørge om de seneste nyheder vedrørende Coronavirus/COVID-19
Danish,About Coronavirus,Status,Coronavirus,hvordan går det med corona,vide hvad statussen på Coronavirus/COVID-19 er
Danish,About Coronavirus,Strategy,Coronavirus,hvordan håndterer myndighederne coronavirsu,vide hvad den nuværende strategi er
Danish,About Coronavirus,Testing,Coronavirus,bør jeg blive testet,vide hvem burde testes
Danish,About Coronavirus,Fear,Coronavirus,skal jeg være bekymret for at få corona,vide hvor bange du burde være for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Health Authority Recommendations,Coronavirus,hvad siger myndighederne vi skal gre,vide hvad sundhedsstyrelsens anbefalinger er
Danish,About Coronavirus,What Is Coronavirus,Coronavirus,hvad er corona virus egentlig,vide hvad Coronavirus/COVID-19 er
Danish,About Coronavirus,What Do We Know About Coronavirus,Coronavirus,hvor meget ved vi om coronaen,vide hvad vi ved om Coronavirus/COVID-19
Danish,About Coronavirus,Symptoms,Coronavirus,hvad sker der når man har corona,vide hvilke symptomer man udviser når man er smittet med Coronavirus/COVID-19
Danish,Employer Guidelines,Refusal To Work,Coronavirus,en af mine folk vil ikke møde ind pga corona. Kan jeg fyre ham,vide hvad dine muligheder er som arbejdsgiver hvis en af dine ansatte nægter at arbejde på grund af Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Public Spaces,Coronavirus,må jeg godt gå ud og lege med mit barn_,bede om anbefalinger til hvordan du skal begå dig i det offentlige rum
Danish,About Coronavirus,Status,Coronavirus,hvor mange er smittede_,vide hvad statussen på Coronavirus/COVID-19 er
Danish,Gatherings,Arranging Gathering,Coronavirus,må jeg holde fødselsdag_,vide hvad du skal gøre hvis du er arrangør for en forsamling
Danish,Coronavirus Recommendations,Pregnant,Coronavirus,hvordan nu hvis jeg er gravid,vide hvad du skal gøre hvis du er gravid
Danish,Coronavirus Recommendations,Children,Coronavirus,Hvor udsatte er mine børn under de nuværende omstændigheder,vide om børn er i særlig risiko for at blive smittet
Danish,Coronavirus Recommendations,Mask,Coronavirus,skal man bruge maske for at undgå smitte,vide om du burde bære en maske
Danish,Coronavirus Recommendations,Swimming Hall,Coronavirus,"hvor farligt er det, at dyrke svømning. Jeg mener er der større sandsynlighed for smitte?",vide om du er i særlig risiko for at blive smittet hvis du svømmer i en svømmehal
Danish,Coronavirus Recommendations,Precautions,Coronavirus,"Hvordan beskytter jeg mig bedst muligt, hvis jeg skal rejse?",vide hvilke foranstaltninger du burde tage hvis du skal rejse
Danish,Coronavirus Recommendations,Returning From Travel,Coronavirus,"Jeg er returneret fra Australien. Hvordan skal jeg forholde mig, når jeg kommer hjem.",vide hvad du skal gøre hvis du er ved at returnere fra et andet land
Danish,Employer Guidelines,Sick Employee,Coronavirus,En medarbejder er smittet. Hvordan tackler jeg situationen?,vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er blevet smittet
Danish,Gatherings,Cancelling Gathering,Coronavirus,Hvorfor må jeg ikke holde min fødselsdag med familien?,vide hvorfor regeringen anbefaler at forsamlinger burde aflyses
Danish,Gatherings,Arranging Gathering,Coronavirus,Jeg har inviteret til fodboldstævne i weekenden. Hvordan skal dette håndteres?,vide hvad du skal gøre hvis du er arrangør for en forsamling
Danish,Gatherings,Gathering Precautions,Coronavirus,Jeg har inviteret en større gruppe mennesker til forelæsning og nu vil jeg vide hvad jeg skal gøre?,vide hvilke foranstaltninger man burde tage når man er arrangør af en forsamling
Danish,Coronavirus Recommendations,Actions If At Risk,Coronavirus,Jeg har dårligt hjerte. Hvordan skal jeg forholde mig?,vide hvad du skal gøre hvis du er en del af en af risikogrupperne
Danish,Employer Guidelines,Refusal To Work,Coronavirus,"En af mine medarbejdere vil ikke møde op i butikken, da hun frygter at blive smittet?",vide hvad dine muligheder er som arbejdsgiver hvis en af dine ansatte nægter at arbejde på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Refusal To Travel,Coronavirus,"Der er en kundeopgave i Italien, men min medarbejder vil ikke rejse. Kan han afvise dette?",vide om en ansat kan nægte at rejse på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Vacation,Coronavirus,"Jeg har en medarbejder, som skulle holde ferien i næste uge. Pga situationen ønsker hun at aflyse eller udsætte ferien Hvilke muligheder er der?",vide om aftalt ferie kan ændres hvis en ansat ikke er i stand til at holde ferie på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Daycare,Coronavirus,"To af mine medarbejdere kan ikke få passet deres børn, da børnehaven er lukket. Hvordan håndtere jeg en sådan situation?",vide hvad man kan gøre som arbejdsgiver hvis en ansat ikke kan få sit barn passet fordi barnets skole eller daginstitution er lukket på grund af Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Contact With Infected,Coronavirus,"Jeg har været sammen med en smittet, hvad skal jeg gøre?",vide hvad du skal gøre hvis du har været nær en person som har testet positiv for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Employer,Coronavirus,Hvordan beskytter jeg bedst de ansatte?,vide hvad du skal gøre som arbejdsgiver for at beskytte dine ansatte
Danish,Coronavirus Recommendations,Citizen,Coronavirus,Hvad er det bedste jeg kan gøre?,vide hvad du kan gøre som borger for at minimere spredningen af Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Not At Risk,Coronavirus,Jeg er rask og ikke i risiko ,vide hvad du skal gøre som en person som ikke er en del af de kendte risikogrupper
Danish,Coronavirus Recommendations,Infection Prevention,Coronavirus,Hvordan beskytter jeg mig mod Corona ,vide hvordan du kan undgå at blive smittet
Danish,Coronavirus Recommendations,Doctor,Coronavirus,Skal jeg ringe til lægen?,vide hvornår du burde tage til lægen
Danish,Coronavirus Recommendations,Pet,Coronavirus,Kan min kat smitte?,vide hvad du skal gøre med dit kæledyr hvis du er testet positiv for Coronavirus/COVID-19
Danish,Gatherings,Cancelling Gathering,Coronavirus,Hvorfor må vi ikke gå til fest?,vide hvorfor regeringen anbefaler at forsamlinger burde aflyses
Danish,Gatherings,Arranging Gathering,Coronavirus,Skal jeg aflyse mit foredrag?,vide hvad du skal gøre hvis du er arrangør for en forsamling
Danish,Gatherings,Gathering Precautions,Coronavirus,"Vores arrangement skal aflyses, hvad skal vi gøre?",vide hvilke foranstaltninger man burde tage når man er arrangør af en forsamling
Danish,About Coronavirus,Treatment,Coronavirus,Hvordan behandles coronavirus,know how Coronavirus/COVID-19 is treated
Danish,About Coronavirus,Coronavirus Versus Influenza,Coronavirus,Er coronavirus ikke bare det samme som en normal influenza?,ask if Coronavirus/COVID-19 is the same as Influenza
Danish,Gatherings,Cancelling Gathering,Coronavirus,Hvorfor siger regeringen man ikke må mødes,vide hvorfor regeringen anbefaler at forsamlinger burde aflyses
Danish,Gatherings,Arranging Gathering,Coronavirus,Hvad skal jeg gøre- jeg er ved st arrangere en festival ,vide hvad du skal gøre hvis du er arrangør for en forsamling
Danish,Gatherings,Gathering Precautions,Coronavirus,Jeg er ved at arrangere en festival. Hvad skal jeg være opmærksom på,vide hvilke foranstaltninger man burde tage når man er arrangør af en forsamling
Danish,Employer Guidelines,Vacation,Coronavirus,Kan jeg ændre min ferie til efter Coronalukning,vide om aftalt ferie kan ændres hvis en ansat ikke er i stand til at holde ferie på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Daycare,Coronavirus,Hvordan gør jeg når folk ikke arbejder fordi deres børns vuggestue er lukket ,vide hvad man kan gøre som arbejdsgiver hvis en ansat ikke kan få sit barn passet fordi barnets skole eller daginstitution er lukket på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Quarantine,Coronavirus,Hvordan gør jeg når min medarbejder blir syg og ikke må komme,vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er under karantæne
Danish,Contact,Hotline,Coronavirus,Jeg laver en hotline - findes der andre,kontakte en hotline
Danish,About Coronavirus,Treatment,Coronavirus,Hvilken medicin er der mod Corona ,vide hvordan Coronavirus/COVID-19 behandles
Danish,About Coronavirus,Coronavirus Versus Influenza,Coronavirus,Corona er da bare influenza ,spørge om Coronavirus/COVID-19 er det samme som influenza
Danish,About Coronavirus,Latest News,Coronavirus,Hvad er status på Corona ,spørge om de seneste nyheder vedrørende Coronavirus/COVID-19
Danish,About Coronavirus,Status,Coronavirus,Hvad er det seneste ift Corona ,vide hvad statussen på Coronavirus/COVID-19 er
Danish,About Coronavirus,Strategy,Coronavirus,Hvad gør vi for at bekæmpe Corona ,vide hvad den nuværende strategi er
Danish,About Coronavirus,Testing,Coronavirus,Skal jeg testes?,vide hvem burde testes
Danish,About Coronavirus,Fear,Coronavirus,Skal jeg være vildt bange,vide hvor bange du burde være for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Health Authority Recommendations,Coronavirus,Hvad skal jeg gøre for st passe på,vide hvad sundhedsstyrelsens anbefalinger er
Danish,Coronavirus Recommendations,Public Spaces,Coronavirus,Hvad skal jeg gøre for at passe på,bede om anbefalinger til hvordan du skal begå dig i det offentlige rum
Danish,Coronavirus Recommendations,Illness,Coronavirus,Jeg er syg. Hvad nu,vide hvad du skal gøre hvis du er blevet syg
Danish,Coronavirus Recommendations,Contact With Infected,Coronavirus,Min mand er syg. Hvad nu,vide hvad du skal gøre hvis du har været nær en person som har testet positiv for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Employer,Coronavirus,Hvordan passer jeg på kollegerne,vide hvad du skal gøre som arbejdsgiver for at beskytte dine ansatte
Danish,Coronavirus Recommendations,Citizen,Coronavirus,Hvordan hjælper jeg,vide hvad du kan gøre som borger for at minimere spredningen af Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Not At Risk,Coronavirus,Hvordan hjælper jeg,vide hvad du skal gøre som en person som ikke er en del af de kendte risikogrupper
Danish,Coronavirus Recommendations,Infection Prevention,Coronavirus,Jeg vil ikke smittes,vide hvordan du kan undgå at blive smittet
Danish,Coronavirus Recommendations,Doctor,Coronavirus,Skal jeg til lægen,vide hvornår du burde tage til lægen
Danish,Coronavirus Recommendations,Pet,Coronavirus,Kan min hund få Corona ,vide hvad du skal gøre med dit kæledyr hvis du er testet positiv for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,People At Risk,Coronavirus,Hvem skal især passe på,vide hvem der er i særlig risiko for smitte og efterfølgende sygdom
Danish,Coronavirus Recommendations,Actions If At Risk,Coronavirus,Hvordan er jeg særlig forsigtig ,vide hvad du skal gøre hvis du er en del af en af risikogrupperne
Danish,Coronavirus Recommendations,Pregnant,Coronavirus,Jeg er gravid. Hvad nu,vide hvad du skal gøre hvis du er gravid
Danish,Coronavirus Recommendations,Children,Coronavirus,Skal jeg passe på mine børn,vide om børn er i særlig risiko for at blive smittet
Danish,Coronavirus Recommendations,Mask,Coronavirus,Maske - ja eller nej,vide om du burde bære en maske
Danish,Coronavirus Recommendations,Swimming Hall,Coronavirus,Svømning — No go?,vide om du er i særlig risiko for at blive smittet hvis du svømmer i en svømmehal
Danish,Coronavirus Recommendations,Precautions,Coronavirus,Jeg vil på ferie alligevel,vide hvilke foranstaltninger du burde tage hvis du skal rejse
Danish,Coronavirus Recommendations,Returning From Travel,Coronavirus,Hvad gør jeg når jeg kommer tilbage ,vide hvad du skal gøre hvis du er ved at returnere fra et andet land
Danish,Employer Guidelines,Sick Employee,Coronavirus,Jeg har en der er smittet,vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er blevet smittet
Danish,Employer Guidelines,Refusal To Work,Coronavirus,Han vil ikke arbejde - men jeg mener han skal. Hvad nu,vide hvad dine muligheder er som arbejdsgiver hvis en af dine ansatte nægter at arbejde på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Refusal To Travel,Coronavirus,Han vil ikke rejse men det skal han,vide om en ansat kan nægte at rejse på grund af Coronavirus/COVID-19
Danish,About Coronavirus,What Is Coronavirus,Coronavirus,Hvad er det egentlig,vide hvad Coronavirus/COVID-19 er
Danish,About Coronavirus,What Do We Know About Coronavirus,Coronavirus,Ved vi noget ,vide hvad vi ved om Coronavirus/COVID-19
Danish,About Coronavirus,Symptoms,Coronavirus,Hoste og hvad ellers,vide hvilke symptomer man udviser når man er smittet med Coronavirus/COVID-19
Danish,About Coronavirus,Methods of Transmission,Coronavirus,Spyt og hvad ellers,vide hvordan Coronavirus/COVID-19 smitter
Danish,Employer Guidelines,Quarantine,Coronavirus,Hvad gør jeg med en der er isoleret,vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er under karantæne
Danish,About Coronavirus,Status,Coronavirus,Hvad skal jeg være opmærksom på med coranavirus lige nu?,vide hvad statussen på Coronavirus/COVID-19 er
Danish,About Coronavirus,Strategy,Coronavirus,Hvordan vil sundhedsstyrelsen løse situationen?,vide hvad den nuværende strategi er
Danish,About Coronavirus,Testing,Coronavirus,"Jeg er småsyg, skal jeg testes for corona?",vide hvem burde testes
Danish,About Coronavirus,Fear,Coronavirus,Hvornår regner sundhedsstyrelsen med at corona-krisen er overstået?,vide hvor bange du burde være for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Health Authority Recommendations,Coronavirus,hvodan skal jeg forholde mig til virussen ifølge sundhedsstyrelsen?,vide hvad sundhedsstyrelsens anbefalinger er
Danish,Coronavirus Recommendations,Public Spaces,Coronavirus,"Jeg skal tage bussen og toget i morgen, hvad skal jeg gøre i forhold til de andre passagere?",bede om anbefalinger til hvordan du skal begå dig i det offentlige rum
Danish,Coronavirus Recommendations,Illness,Coronavirus,"Må jeg overhovedet ringe til lægen, hvis jeg er blevet syg, men jeg ikke nødvendigvis tror at jeg er smittet med covid19?",vide hvad du skal gøre hvis du er blevet syg
Danish,Coronavirus Recommendations,Contact With Infected,Coronavirus,"Jeg besøgte min onkel i nogle timer sidste uge, ogg nu har han fået konstateret corona. Hvad skal jeg gøre?",vide hvad du skal gøre hvis du har været nær en person som har testet positiv for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Employer,Coronavirus,Jeg er chef for 30 ansatte som arbejder i storrumskontor. Hvordan kan jeg sikre dem bedst muligt?,vide hvad du skal gøre som arbejdsgiver for at beskytte dine ansatte
Danish,Coronavirus Recommendations,Citizen,Coronavirus,Er der noget ekstra jeg kan gøre for at hjælpe med at bryde smittekæden?,vide hvad du kan gøre som borger for at minimere spredningen af Coronavirus/COVID-19
Danish,Coronavirus Recommendations,Not At Risk,Coronavirus,"Jeg er ikke en del af de kendte risikogrupper, men jeg hoster, og er nervøs for om jeg er smittet. Skal jeg ringe til lægen med mine bekymringer eller hvad skal jeg gøre?",vide hvad du skal gøre som en person som ikke er en del af de kendte risikogrupper
Danish,Coronavirus Recommendations,Infection Prevention,Coronavirus,"Jeg er bange for at blive smittet med covid19, hvodan kan jeg bedst muligt undgå at blive udsat for smitte?",vide hvordan du kan undgå at blive smittet
Danish,Coronavirus Recommendations,Doctor,Coronavirus,"Jeg har en lille smule vejrtrækningsproblemer, men de siger at man kun må ringe til lægen når man er meget syg. hvo længe skal jeg gå med vejrtræknings problemer før jeg må kontakte min egen læge?",vide hvornår du burde tage til lægen
Danish,Coronavirus Recommendations,Pet,Coronavirus,"Jeg er rigtig bange for at smitte min kat med corana, fordi jeg selv er smittet. Kan min kat blive syg og hvordan undgår jeg at smitte den?",vide hvad du skal gøre med dit kæledyr hvis du er testet positiv for Coronavirus/COVID-19
Danish,Coronavirus Recommendations,People At Risk,Coronavirus,"Hvem eller hvilke grupper, bliver mest syge hvsi de bliver smittet, og er der nogen der er i større smittefare end andre?",vide hvem der er i særlig risiko for smitte og efterfølgende sygdom
Danish,Coronavirus Recommendations,Actions If At Risk,Coronavirus,Jeg er gravid og rigtig nervøs for at blive smittet og evt. smitte mit barn. Hvad skal jeg være opmærksom på og hvad skal jeg gøre?,vide hvad du skal gøre hvis du er en del af en af risikogrupperne
Danish,Coronavirus Recommendations,Pregnant,Coronavirus,"Jeg skal føde i juni og mit fødselskursus er aflyst, kan jeg være sikker på at jeg får en sikker fødsel?",vide hvad du skal gøre hvis du er gravid
Danish,Coronavirus Recommendations,Children,Coronavirus,"Mine børn bliver nødpasset sammen med andre børn, skal jeg være bange for om de blive smittet i institutionen?",vide om børn er i særlig risiko for at blive smittet
Danish,Coronavirus Recommendations,Mask,Coronavirus,Hvorfor bruger vi ikke mundbind i dk når de gør i kina? kan jeg beskytte mig selv bedre hvis jeg gør?,vide om du burde bære en maske
Danish,Coronavirus Recommendations,Swimming Hall,Coronavirus,er det farligt at svømme i svømmehallen eller bade i omklædningsrummet?,vide om du er i særlig risiko for at blive smittet hvis du svømmer i en svømmehal
Danish,Coronavirus Recommendations,Precautions,Coronavirus,"jeg skal til bergen om fem uger, kan jeg være sikker på at komme afsted og hvodan skal jeg i såfald forholde mig?",vide hvilke foranstaltninger du burde tage hvis du skal rejse
Danish,Coronavirus Recommendations,Returning From Travel,Coronavirus,"jeg kommer hjem fra brasilien i overmorgen, hvordan skal jeg forholde mig, når jeg kommer tilbage til landet?",vide hvad du skal gøre hvis du er ved at returnere fra et andet land
Danish,Employer Guidelines,Sick Employee,Coronavirus,"min ansatte er blevet smittet, og flere af kollegerne har stået kun et par meter fra hende i storrumskontor. kan jeg være sikker på at de ikke er belvet smittet og at der ikke er virus på kontoret?",vide hvad man skal gøre som arbejdsgiver hvis en af dine ansatte er blevet smittet
Danish,Employer Guidelines,Refusal To Work,Coronavirus,"min ansatte nægter at komme på arbejde, fordi hans kone er i særlig smittefare, hvad er mine og hans rettigheder?",vide hvad dine muligheder er som arbejdsgiver hvis en af dine ansatte nægter at arbejde på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Refusal To Travel,Coronavirus,"min arbejsdgiver vil tvinge mig til at rejse til spanien i forretningsøjemed, men jeg tør ikke risikere rejsen. hvad er mine rettigheder?",vide om en ansat kan nægte at rejse på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Vacation,Coronavirus,har man ret til at få erstatningsferie hvis man havde planlagt ferie men er blevet indkaldt på arbejde pga. virus?,vide om aftalt ferie kan ændres hvis en ansat ikke er i stand til at holde ferie på grund af Coronavirus/COVID-19
Danish,Employer Guidelines,Daycare,Coronavirus,min medarbejder kan ikke arbejde fuldtid fordi han er nødt til at passe sit barn derhjemme. har han ret til at arbejde mindre eller derhjemme eller kan jeg kræve at han møder op og passer sit arbejde?,vide hvad man kan gøre som arbejdsgiver hvis en ansat ikke kan få sit barn passet fordi barnets skole eller daginstitution er lukket på grund af Coronavirus/COVID-19
